일시,요일,공휴일여부,조중석,1,2,3,4,5,6,7,8,9,잔반량
20120629,금요일,,3,근대된장국,콩나물무침,고구마피자,수박,깍두기,닭갈비야채볶음밥,,,,
20120630,토요일,,1,쌀밥,떡만두국,꽁치무조림,스팸전,배추김치,메이플피칸파이,,,,
20120630,토요일,,2,통밀밥,닭도리탕,미더덕해물찜,상추파채겉절이,배추김치,오이냉국,,,,
20120630,토요일,,3,검정콩밥,수제등심돈까스,양상추샐러드,새송이버섯구이,배추김치,딸기요거트샤벳,단호박죽,,,
20120702,월요일,,1,쌀밥,육개장,베이컨감자채볶음,도토리묵무침,배추김치,메론,자반고등어순살구이,,,
20120702,월요일,,2,해물굴소스볶음밥,달걀양파국,치킨너겟/소스,깍두기,딸기요거트샤벳,고구마줄기볶음,,,,
20120702,월요일,,3,아욱된장국,김치부침개,숙주나물,갓김치,돈육버섯불고기,완두콩밥,,,,
20120703,화요일,,1,참치샌드위치,브로콜리스프,찰옥수수,우유,바나나,,,,,
20120703,화요일,,2,보리밥,삼겹살김치찌개,안동찜닭,가자미무조림,깻잎지,콘슬로우샐러드,,,,
20120703,화요일,,3,크림스파게티,오징어링튀김/케첩,오이피클,주먹밥,키위,,,,,
20120704,수요일,,1,쌀밥,수제비국,비엔나브로콜리볶음,콩나물무침,배추김치,코다리조림,,,,
20120704,수요일,,2,돈육콩나물국밥(냉면기),새송이버섯전,부추겉절이,깍두기,꽈배기도넛,뿌요,,,,
20120704,수요일,,3,발아현미밥,방아멸치시락국,두부양념조림,팽이버섯나물,배추김치,닭도리탕,미니파인애플,,,
20120705,목요일,,1,쌀밥,미더덕된장국,새우달걀찜,깻잎순나물,총각김치,아이스홍시,숯불떡갈비야채볶음,,,
20120705,목요일,,2,차조밥,쇠고기국,오징어브로콜리초무침,마늘쫑햄볶음,청경채나물,배추김치,메이플피칸파이,,,
20120705,목요일,,3,카레덮밥,대합살미역국,만두튀김/초간장,요플레과일샐러드,표고버섯볶음,깍두기,,,,
20120706,금요일,,1,닭죽,뉴욕식핫도그,과일푸딩,깍두기,우유,,,,,
20120706,금요일,,2,혼합잡곡밥,팽이버섯된장국,파닭,가지나물,배추김치,우리밀초코칩쿠키(표준),피망잡채,,,
20120706,금요일,,3,팥밥,북어국,애호박전,단배추나물,돼지목살김치찜,열무김치,,,,
20120707,토요일,,1,쌀밥,스팸전,일미땅콩무침,머위대무침,배추김치,호상요구르트,순두부찌개,,,
20120707,토요일,,2,왕만두/초간장,수박,수수경단,열무물냉면(구암),냉면김치,,,,,
20120707,토요일,,3,흑미밥,함박스테이크(구암),마카로니샐러드,상추파채겉절이,배추김치,꽃게된장국,,,,
20120709,월요일,,1,치킨텐더크레페,시리얼/우유,깍두기,메론,,,,,,
20120709,월요일,,2,팥밥,장어국,오리훈제/머스터드소스,고구마줄기볶음,배추김치,메추리알장조림,,,,
20120709,월요일,,3,통밀밥,사골곰탕,법성포굴비,감자고추장조림,단배추나물,깍두기,블루베리쥬스,,,
20120710,화요일,,1,쌀밥,미소된장국,치킨너겟/소스,단호박고구마샐러드,명엽채볶음,열무김치,사과,,,
20120710,화요일,,2,보리밥,물만두국,삼겹살콩나물찜,새송이버섯구이,파프리카오이초무침,배추김치,,,,
20120710,화요일,,3,클로렐라쌀밥,닭개장,낙지당면볶음,푸실리샐러드,숙주나물,배추김치,호상요구르트,,,
20120711,수요일,,1,쌀밥,해물순두부찌개,삼색소시지볶음,갈치양념구이,배추김치,고춧잎무침,,,,
20120711,수요일,,2,혼합잡곡밥,유부된장국,오꾸닭,치킨무,쥐포채조림,깻잎지,미역줄기볶음,키위,,
20120711,수요일,,3,돈육김치볶음밥,달걀후라이,가쓰오장국,치커리사과생채,깍두기,에그타르트,캐플쥬스,,,
20120712,목요일,,1,단호박죽,베이컨스크램블에그,호상요구르트,호두케이크,웨지감자,,,,,
20120712,목요일,,2,잔치국수,떡닭꼬치,깍두기,미니파인애플,허니아몬드,,,,,
20120712,목요일,,3,수수밥,북어달걀국,부추전,비트무생채,배추김치,매운돼지갈비찜,,,,
20120713,금요일,,1,쌀밥,참치김치찌개,돈육메추리알장조림,미더덕해물찜,돌자반,총각김치,애플파이,,,
20120713,금요일,,2,흑미밥,돼지수육,상추쌈/쌈장,무말랭이무침,수박,연두부국,배추김치,,,
20120716,월요일,,1,쌀밥,북어국,칠리소스미트볼조림,통두부양념구이,배식김,배추김치,,,,
20120716,월요일,,2,발아현미밥,콩비지찌개,왕돈까스/소스,배추김치,딸기요거트샤벳,황도샐러드,,,,
20120716,월요일,,3,수수밥,우동장국,알감자조림,단배추나물,깻잎지,닭날개두반장조림,키위,,,
20120717,화요일,,1,쌀밥,닭개장,코다리떡강정,웰빙두부김치,오이스틱/쌈장,배추김치,초코케이크,,,
20120717,화요일,,2,차조밥,도토리묵냉국,오리불고기,상추쌈/쌈장,브로콜리달걀찜,머위대무침,배추김치,,,
20120717,화요일,,3,산채비빔밥,미소된장국,달걀후라이,매콤크랩바,깍두기,호상요구르트,,,,
20120718,수요일,,1,쌀밥,애호박된장국,갈치양념구이,참치실곤약샐러드,열무김치,아이스홍시,스팸김치볶음,,,
20120718,수요일,,2,삼계탕,오이부추겉절이,깍두기,수박,영양밥,,,,,
20120718,수요일,,3,보리밥,짬뽕국,오곡맛탕수육,골뱅이소면무침,청경채나물,배추김치,,,,
20120719,목요일,,1,토스트/딸기잼,우유,바베큐소시지,메론,찐감자,,,,,
20120719,목요일,,2,치즈옥수수콘구이,한방떡,깍두기,블루베리쥬스,김치말이냉쌀국수,,,,,
20120719,목요일,,3,흑미밥,유부된장국,족발냉채,가지나물,배추김치,마파두부,,,,
20120720,금요일,,1,쌀밥,청국장찌개,돈육묵은지두루치기,감자어묵조림,고춧잎무침,깻잎지,미니파인애플,,,
20120720,금요일,,2,혼합잡곡밥,돈등뼈우거지국,고추잡채만두/탕수소스,팽이버섯나물,총각김치,통도라지구이,,,,
20120730,월요일,,1,쌀밥,삼겹살김치찌개,피망잡채,감자샐러드,멸치호두볶음,오이소박이,,,,
20120730,월요일,,2,발아현미밥,버섯전골,깐쇼새우/칠리소스,치즈달걀말이,잔파나물,배추김치,뿌요,,,
20120730,월요일,,3,차조밥,무청시래기국,삼겹살마늘구이,상추쌈/쌈장,배추김치,애호박전,,,,
20120731,화요일,,1,콩나물밥/양념장,들깨시락국,햄맛살전,일미땅콩무침,배추김치,키위,,,,
20120731,화요일,,2,보리밥,오이냉국,생선까스/타타르소스,라볶이,콘슬로우샐러드,고구마줄기볶음,배추김치,,,
20120731,화요일,,3,오므라이스,맑은콩나물국,청경채나물,깍두기,꽈배기도넛,캐플쥬스,,,,
20120801,수요일,,1,쌀밥,애호박된장국,돈육메추리알장조림,황도샐러드,오이스틱/쌈장,배추김치,,,,
20120801,수요일,,2,산채비빔밥,유부된장국,달걀후라이,가자미무조림,깍두기,한방떡,뿌요,,,
20120801,수요일,,3,차조밥,매운돼지갈비찜,법성포조기구이,고춧잎무침,깻잎지,조랭이미역국,,,,
20120802,목요일,,1,전복죽,새우살호박볶음,깍두기,애플파이,요쿠르트,,,,,
20120802,목요일,,2,흑미밥,미소된장국,스팸김치볶음,파프리카오이초무침,갓김치,골드키위,김말이떡볶음,,,
20120802,목요일,,3,참치주먹밥,스파게티,오이피클,웨지감자,파인애플젤리,,,,,
20120803,금요일,,1,쌀밥,수제비국,고등어포감자조림,시금치나물,양배추,다시마쌈,배추김치,호두케이크,,
20120803,금요일,,2,튀김우동,통닭다리오븐구이,깍두기,수박,,,,,,
20120806,월요일,,1,치킨텐더크레페,시리얼/우유,포도,감자그라탕,,,,,,
20120806,월요일,,2,팥밥,도토리묵냉국,돈육폭찹,감자피망전,미역줄기볶음,깻잎지,키위,,,
20120806,월요일,,3,클로렐라쌀밥,등뼈감자탕,쫄면야채무침,마늘쫑햄볶음,잔파나물,배추김치,,,,
20120807,화요일,,1,쌀밥,순두부찌개,치킨너겟/소스,명엽채볶음,깻잎순나물,배추김치,딸기,,,
20120807,화요일,,2,가츠돈부리,미소된장국,깍두기,왕만두/초간장,복숭아(황도),,,,,
20120807,화요일,,3,차조밥,닭개장,납작비빔만두,표고버섯볶음,머위대무침,배추김치,,,,
20120808,수요일,,1,쌀밥,방아멸치시락국,오리훈제/머스터드소스,일미땅콩무침,청경채나물,배추김치,,,,
20120808,수요일,,2,혼합잡곡밥,유부된장국,파닭,피망잡채,오이양파무침,배추김치,미니파인애플,,,
20120808,수요일,,3,보리밥,꼬지어묵국,궁중고기말이떡조림,달걀깻잎말이,가지나물,오이소박이,,,,
20120809,목요일,,1,떡갈비샌드위치,누룽지,깍두기,우유,사과,,,,,
20120809,목요일,,2,돈육콩나물국밥(냉면기),오꼬노미야끼,부추겉절이,깍두기,귤,뿌요,,,,
20120809,목요일,,3,수수밥,쇠고기국,김치부침개,어묵고추장볶음,팽이버섯나물,갓김치,메론,,,
20120810,금요일,,1,쌀밥,떡만두국,스팸전,새우달걀찜,아삭이고추/쌈장,배추김치,,,,
20120810,금요일,,2,오징어삼겹살덮밥,가쓰오장국,미트소스두부구이,배추김치,아이스홍시,,,,,
20120813,월요일,,1,쌀밥,어묵국,단호박매운닭찜,멸치꽈리초조림,상추파채겉절이,배추김치,미니파인애플,,,
20120813,월요일,,2,완두콩밥,오이냉국,등뼈김치찜,메밀비빔국수,콩나물무침,갓김치,,,,
20120813,월요일,,3,인델리카레라이스,달걀양파국,숙주나물,깍두기,포테이토스킨,수박,,,,
20120814,화요일,,1,쇠고기야채죽,깍두기,메이플피칸파이,사과,뿌요,,,,,
20120814,화요일,,2,발아현미밥,우동장국,오향장육,상추쌈/쌈장,양파와사비절이,배추김치,,,,
20120814,화요일,,3,보리밥,북어국,쇠고기장조림,가지나물,깻잎지,딸기요거트샤벳,유자청임연수구이,,,
20120815,수요일,,1,쌀밥,육개장,표고버섯볶음,배추김치,호상요구르트,실곤약생채,동태포전,,,
20120815,수요일,,2,수수밥,단호박스프,햄버거스테이크/소스,푸실리샐러드,모듬야채구이,총각김치,포도,,,
20120815,수요일,,3,혼합잡곡밥,사골곰탕,우엉땅콩조림,치커리사과생채,배추김치,모듬탕수육/소스,,,,
20120816,목요일,,1,쌀밥,청국장찌개,돈육훈제샐러드,통두부양념구이,잔파나물,열무김치,메론,,,
20120816,목요일,,2,차조밥,두부탕국,오꾸닭,콘슬로우샐러드,쥐포채조림,배추김치,,,,
20120816,목요일,,3,흑미밥,쇠고기버섯전골,닭도리탕,미더덕해물찜,고구마줄기볶음,배추김치,포도쥬스,,,
20120817,금요일,,1,샌드위치,우유,귤,단호박찜,,,,,,
20120817,금요일,,2,사천자장면,단무지,떡닭꼬치,팥빙수,,,,,,
20120820,월요일,,1,쌀밥,바지락된장국,돼지목살김치찜,햄맛살전,도라지생채,배추김치,과일푸딩,,,
20120820,월요일,,2,발아현미밥,우동장국,삼겹살마늘구이,상추쌈/쌈장,무말랭이무침,배추김치,,,,
20120820,월요일,,3,통밀밥,해물순두부찌개,닭날개두반장조림,감자채볶음,머위대무침,배추김치,,,,
20120821,화요일,,1,참치샌드위치,찐감자,우유,복숭아(황도),고구마스프,,,,,
20120821,화요일,,2,차조밥,장어국,오이양파무침,깍두기,녹두김치빈대떡,요로케,칠리소스미트볼조림,,,
20120821,화요일,,3,혼합잡곡밥,참치김치찌개,돈육갈비찜,라볶이,단무지무침,갓김치,,,,
20120822,수요일,,1,쌀밥,건새우시금치국,닭도리탕,올방개묵무침,배식김,배추김치,골드키위,,,
20120822,수요일,,2,흑미밥,방아멸치시락국,삼겹살콩나물찜,부추전,가지나물,열무김치,에그타르트,,,
20120822,수요일,,3,클로렐라쌀밥,팽이버섯된장국,안동찜닭,오징어브로콜리초무침,오이소박이,깻잎지,호상요구르트,,,
20120823,목요일,,1,쌀밥,대합살미역국,메추리알소시지조림,참치김치볶음,돌자반,총각김치,메론,,,
20120823,목요일,,2,토스트,냉면,냉면김치,수박,고추튀김,,,,,
20120823,목요일,,3,완두콩밥,단호박죽,콘슬로우샐러드,깍두기,모듬버섯구이,뿌요,치킨치즈돈까스/복숭아소스,,,
20120824,금요일,,1,닭죽,시리얼/우유,깍두기,미니파인애플,,,,,,
20120824,금요일,,2,보리밥,북어달걀국,치즈옥수수콘구이,마늘쫑건새우볶음,배추김치,귤,양념통닭/소스,,,
20120827,월요일,,1,쌀밥,근대된장국,양상추샐러드,멸치호두볶음,배추김치,호상요구르트,삼색소시지볶음,,,
20120827,월요일,,2,차조밥,도토리묵냉국,오리불고기,브로콜리달걀찜,고구마줄기볶음,갓김치,,,,
20120827,월요일,,3,팥밥,삼겹살김치찌개,알크런치칠리소스조림,미역줄기볶음,깍두기,사과,,,,
20120828,화요일,,1,콩나물밥/양념장,대구지리탕,깻잎육전,꽈리고추양념찜,배추김치,메론,,,,
20120828,화요일,,2,수수밥,브로콜리스프,푸실리샐러드,콩조림,배추김치,블루베리쥬스,왕돈까스/소스,,,
20120828,화요일,,3,발아현미밥,돈등뼈우거지국,군만두/초간장,요플레과일샐러드,애호박볶음,배추김치,,,,
20120829,수요일,,1,쌀밥,육개장,베이컨감자채볶음,자반고등어순살구이,배추김치,오이양파무침,호두케이크,,,
20120829,수요일,,2,김치말이냉쌀국수,깍두기,망개떡,호상요구르트,연근튀김,,,,,
20120829,수요일,,3,흑미밥,꽃게된장국,치즈불닭,두부양념조림,파프리카오이초무침,깻잎지,,,,
20120830,목요일,,1,쌀밥,청국장찌개,오리훈제샐러드,알어묵조림,콩나물무침,배추김치,귤,,,
20120830,목요일,,2,혼합잡곡밥,통도라지구이,아삭이고추/쌈장,갓김치,수박,닭백숙(장각),,,,
20120830,목요일,,3,오므라이스,미소된장국,깍두기,키위,스테이크소스,수제치즈포크롤,,,,
20120831,금요일,,1,생크림마들렌케이크,바베큐소시지,호상요구르트,미니파인애플,,,,,,
20120831,금요일,,2,참치야채비빔밥,두부탕국,깍두기,고구마피자,아이스홍시,,,,,
20120831,금요일,,3,보리밥,동태국,돼지수육,상추쌈/쌈장,양파와사비절이,배추김치,레몬에이드,,,
20120901,토요일,,1,쇠고기국,쌀밥,피망잡채,멸치호두볶음,고구마줄기볶음,갓김치,바나나,,,
20120901,토요일,,2,통밀밥,사골곰탕,법성포굴비,어묵고추장볶음,깍두기,얼갈이나물,,,,
20120901,토요일,,3,삼겹살마늘구이,배추김치,차조밥,무청시래기국,참나물무침,호상요구르트,상추쌈/쌈장,,,
20120903,월요일,,1,토스트,브로콜리스프,검은콩우유,딸기,,,,,,
20120903,월요일,,2,팥밥,장어국,오리훈제/머스터드소스,시금치나물,배추김치,메추리알장조림,,,,
20120903,월요일,,3,완두콩밥,쇠고기버섯전골,새우까스/타타르소스,연두부달걀찜,취나물된장무침,깍두기,,,,
20120904,화요일,,1,쌀밥,참치김치찌개,돈육메추리알장조림,돌자반,깻잎지,초코케이크,,,,
20120904,화요일,,2,오이나물,보리밥,떡만두국,삼겹살콩나물찜,새송이버섯구이,배추김치,,,,
20120904,화요일,,3,발아현미밥,방아멸치시락국,두부양념조림,배추김치,블루베리쥬스,양배추/깻잎찜,닭도리탕,,,
20120905,수요일,,1,쌀밥,삼색소시지볶음,갈치양념구이,상추파채겉절이,배추김치,순두부찌개,,,,
20120905,수요일,,2,혼합잡곡밥,유부된장국,명엽채볶음,미역줄기볶음,깻잎지,귤,오꾸닭,,,
20120905,수요일,,3,해물굴소스볶음밥,달걀양파국,깍두기,메이플피칸파이,호상요구르트,,,,,
20120906,목요일,,1,단호박죽,뉴욕식핫도그,우유,골드키위,,,,,,
