일시,요일,공휴일여부,조중석,1,2,3,4,5,6,7,8,9,잔반량
20120316,금요일,,3,계란빵,돈육콩나물국밥(냉면기),부추생채,깍두기,방울토마토,,,,,
20120317,토요일,,1,쌀밥,조랭이떡국,시금치나물,두루치기,배추김치,우유,방울토마토,,,
20120317,토요일,,2,오므라이스,유부된장국,멸치볶음,배추김치,함박스테이크소스,파인애플,인절미,,,
20120317,토요일,,3,감자샐러드,라볶이,총각김치,쌀밥,모닝빵/잼,꽃게탕,오렌지,,,
20120319,월요일,,1,쌀밥,쑥갓어묵국,황태갈비산적,삶은계란,애호박나물,깍두기,바나나(손),,,
20120319,월요일,,2,현미찹쌀밥,쇠고기미역국,갈치무조림,궁중왕만두,콩나물무침(흰색),배추김치,,,,
20120319,월요일,,3,보리찹쌀밥,시레기된장국,실곤약무침,오리불고기,총각김치,무지개떡,양배추,다시마쌈,,
20120320,화요일,,1,현미찹쌀밥,쑥갓어묵국,시금치나물,닭감자볶음,깍두기,아몬드후레이크/우유,,,,
20120320,화요일,,2,클로렐라쌀밥,조랭이떡국,안동찜닭,도토리묵무침,배추김치,금귤,상추/쌈장,,,
20120320,화요일,,3,뿌리채소밥,우동,깍두기,초코머핀,바나나(손),,,,,
20120321,수요일,,1,크로와상(청정원)/잼,햄우엉야채볶음밥,계란파국,파크리카버섯채볶음,깍두기,방울토마토,,,,
20120321,수요일,,2,차조밥,콩비지찌개,시금치나물,감자채볶음,코다리강정/두반장,배추김치,사과,,,
20120321,수요일,,3,쌀밥,애호박된장찌개,멸치볶음,참치김치볶음,닭꼬지,깍두기,,,,
20120322,목요일,,1,쌀밥,경단미역국,도토리묵무침,삼색소시지통구이/케첩,배추김치,절편(개),,,,
20120322,목요일,,2,흑미찹쌀밥,등뼈감자탕,애호박나물,마늘쫑어묵볶음,버섯군만두(개),배추김치,,,,
20120322,목요일,,3,상추/쌈장,쌀밥,근대된장국,돼지수육,무말랭이무침,양파와사비절임,배추김치,,,
20120323,금요일,,1,쌀밥,크로와상,김구이(완제),어묵볶음,배추김치,우유,햄구이,양상치, 치즈,
20120323,금요일,,2,날치알김치볶음밥,계란파국,깍두기,우유,치킨텐더야채크레페,바나나(손),,,,
20120326,월요일,,1,쌀밥,치즈케익,시레기된장국,돈나물무침,돈육김치볶음,총각김치,방울토마토,,,
20120326,월요일,,2,단호박카레라이스,계란파국,야채어묵조림,과일샐러드,배추김치,돌스위티오파인쥬스,,,,
20120326,월요일,,3,쌀밥,계란장조림,모듬잡채,조갯살된장국,콩나물무침(흰색),배추김치,,,,
20120327,화요일,,1,차조밥,동태국,너비아니야채조림,미역줄기볶음,배추김치,사과,팥송편,,,
20120327,화요일,,2,현미찹쌀밥,맑은콩나물국,시금치나물,돈육떡볶음,느타리피망볶음,배추김치,,,,
20120327,화요일,,3,계란파국,깍두기,엔요,굴소스해물볶음밥,깨찰빵,바나나(손),,,,
20120328,수요일,,1,쌀밥,해물된장국,도라지오이무침,닭다리구이,배추김치,오렌지,,,,
20120328,수요일,,2,돈육콩나물국밥(냉면기),부추생채,단호박전,배추김치,바나나(손),,,,,
20120328,수요일,,3,갈치무조림,옥수수밥,애호박된장찌개,가지나물,만두탕수,총각김치,,,,
20120329,목요일,,1,스팸야채볶음,영양밥,꽃게탕,파인애플,친환경모듬쌈,깻잎지(완제),우유,,,
20120329,목요일,,2,자장라이스,유부된장국,단무지,깍두기,인절미,바나나(손),유부된장국,,,
20120329,목요일,,3,현미찹쌀밥,참치김치찌개,삼색나물사리,도,시),치즈등심돈까스/데리소스,배추김치,군고구마,,
20120330,금요일,,1,물만두국,오곡찐빵,찐두부/김치볶음,김구이(완제),쌀밥,깍두기,엔요,,,
20120330,금요일,,2,쌀밥,낙지두부국,고등어무조림,검은깨올방개묵,겨울초겉절이,배추김치,,,,
20120330,금요일,,3,애호박된장찌개,쌀밥,멸치볶음,표고돼지갈비찜,상추겉절이,배추김치,,,,
20120331,토요일,,1,삼치구이,깍두기,우유,차조밥,곰탕,김구이(완제),,,,
20120331,토요일,,2,현미찹쌀밥,멸치김치찌개,알감자조림,시금치나물,조기구이/양념장,깍두기,,,,
20120331,토요일,,3,닭갈비야채볶음밥,유부된장국,깍두기,송편(인 개),오렌지,,,,,
20120402,월요일,,1,쌀밥,스팸햄,꽁치무조림,깍두기,떡만두국,양배추찜,,,,
20120402,월요일,,2,흑미밥,장어국,오징어야채무침,녹두김치빈대떡,부추겉절이,배추김치,,,,
20120402,월요일,,3,발아현미밥,육개장,연두부/양념장,미나리초무침,배추김치,김치왕만두,,,,
20120403,화요일,,1,쌀밥,감자국,돼지고기메추리알장조림,오이스틱/쌈장,파인애플젤리,배추김치,두부양념구이,,,
20120403,화요일,,2,발아현미밥,경단미역국,매운돼지갈비찜,조기구이,오렌지,배추김치,,,,
20120403,화요일,,3,볶음밥,우동,돼지고기고추장볶음,브로콜리초회,살구에이드,배추김치,,,,
20120404,수요일,,1,쌀밥,단배추된장국,계란장조림,숙주나물,배추김치,호상요구르트,치킨너겟+머스타드소스,,,
20120404,수요일,,2,낙지덮밥,미소된장국,단호박고구마샐러드,파프리카오이초무침,방울토마토,배추김치,,,,
20120404,수요일,,3,쌀밥,쇠고기국,야채쫄면무침,치즈계란말이,상추겉절이,딸기,배추김치,,,
20120405,목요일,,1,쇠고기야채죽,쌀밥,베이컨에그스크램,텐더샐러드,골드키위주스,배추김치,,,,
20120405,목요일,,2,보리밥,북어국,칠리소스닭다리구이,표고버섯볶음,참나물된장무침,츄러스,배추김치,,,
20120405,목요일,,3,발아현미밥,바지락쑥국,돼지수육,새송이버섯구이,상추쌈,배추김치,,,,
20120406,금요일,,1,쌀밥,버섯된장국,새우살 호박나물,갈치구이,닭불고기바,배추김치,,,,
20120406,금요일,,2,검정콩밥,근대된장국,크림스파게티,피자토스트,모듬야채스틱피클,배추김치,,,,
20120406,금요일,,3,현미밥,짬뽕국,탕수육,단배추겉절이,깍두기,미니비스마르크,,,,
20120407,토요일,,1,고추장미트볼견과류볶음,쌀밥,돈육김치찌개,두부양념구이,미나리나물,배추김치,,,,
20120407,토요일,,2,사과카레라이스,김치두부국,게살듬뿍커들렛,배추김치,사과,,,,,
20120407,토요일,,3,차조밥,달걀파국,떡볶이+당면만두,순대+쌈장,콩나물무침,배추김치,,,,
20120409,월요일,,1,쌀밥,연두부국,고등어무조림,계란찜,양배추쌈,깍두기,,,,
20120409,월요일,,2,흑미밥,떡국,단배추겉절이,부추전,손두부+김치볶음,배추김치,사과,,,
20120409,월요일,,3,쌀밥,돈육김치찌개,치즈떡볶이,배추김치,요구르트,꽁치구이,미나리나물,,,
20120410,화요일,,1,쌀밥,아욱국,안동찜닭,오이양파생채,호상요구르트,배추김치,건포도스콘,,,
20120410,화요일,,2,잔치국수,떡닭꼬치,,오이양파생채,골드파인애플,배추김치,,,,
20120410,화요일,,3,양송이크림스프,쌀밥,방울토마토,배추김치,치킨까스,양상추샐러드/요플레소스,치즈케익,,,
20120411,수요일,,1,쌀밥,버섯된장국,건갈치조림,시금치나물,배추김치,삼색소시지볶음,,,,
20120411,수요일,,2,발아현미밥,감자탕,애호박전/양념간장,잔파느타리강회,배추김치,바나나,,,,
20120411,수요일,,3,자장밥,비빔만두,무파래무침,배추김치,얼큰수제비국,,,,,
20120412,목요일,,1,쌀밥,청경채겉절이,시리얼,메이플피칸,닭야채죽,배추김치,우유,,,
20120412,목요일,,2,동태국,검정콩밥,매운돼지갈비찜,단호박찜,생깻잎지,배추김치,딸기,,,
20120412,목요일,,3,쌀밥,꽃게된장국,무쌈,사과,배추김치,오리불고기,호상요구르트,,,
20120413,금요일,,1,쌀밥,부대찌개,돈육가래떡조림,김구이,배추김치,올방개묵무침,,,,
20120413,금요일,,2,차조밥,미소된장국,파닭,치킨무,치즈옥수수콘구이,골드파인애플,배추김치,,,
20120416,월요일,,1,쌀밥,쇠고기미역국,코다리무조림,멸치호두볶음,배추김치,오렌지,크로와상+딸기잼,,,
20120416,월요일,,2,흑미밥,순두부찌개,팽이버섯나물,비름나물,배추김치,장어조림,,,,
20120416,월요일,,3,명태순살강정,쌀밥,어묵국,계란찜,취나물된장무침,배추김치,,,,
20120417,화요일,,1,쌀밥,버섯샤브샤브(표준),메추리알소시지조림,김구이,배추김치,모닝빵,,,,
20120417,화요일,,2,아욱국,뼈없는닭갈비(표준년월),야채계란전,건새우마늘쫑볶음,멜론,배추김치,차조밥,,,
20120417,화요일,,3,쌀밥,연두부국,돼지고기고추장볶음,상추겉절이,배추김치,골뱅이소면무침,,,,
20120418,수요일,,1,쌀밥,된장찌개,오리훈제샐러드,사과,배추김치,마파두부,,,,
20120418,수요일,,2,돈육콩나물국밥(냉면기),해물파전(홍합,오징어),오이부추무침,방울토마토,우리밀화이트쵸코조각케익,,,,
20120418,수요일,,3,쌀밥,청국장찌개,오리훈제/머스터드,과일샐러드,깍두기,사과쥬스,,,,
20120419,목요일,,1,쌀밥,누룽지,햄구이,양상치, 치즈,크로와상+딸기잼,바나나,배추김치,,
20120419,목요일,,2,흑미밥,곰탕,낙지볶음,참나물된장무침,배추김치,오렌지,,,,
20120419,목요일,,3,쌀밥,두부탕국,김치전,닭고치데리야끼꾸이,팽이버섯부추나물,배추김치,,,,
20120420,금요일,,1,쌀밥,들깨시락국,함박스테이크(구암),새송이버섯구이,참치김치볶음,깍두기,,,,
20120420,금요일,,2,비빔밥,달걀파국,계란후라이,배추김치,사과,꿀호박설기,,,,
20120420,금요일,,3,쌀밥,미더덕된장국,삼겹살오븐구이,두릅오이무침,상추쌈,배추김치,,,,
20120421,토요일,,1,쌀밥,돈육김치찌개,참치계란말이,미나리초무침,깍두기,깐쇼새우/칠리소스,,,,
20120421,토요일,,2,쌀밥,해물칼국수,돈육불고기,배추김치,파프리카/쌈장(구암),호상요구르트,,,,
20120421,토요일,,3,닭갈비야채볶음밥,근대된장국,애호박나물,초코우유,오렌지,,,,,
20120423,월요일,,1,쌀밥,연두부국,꽁치구이,도라지 진미무침,깍두기,감귤푸딩,,,,
20120423,월요일,,2,흑미밥,쇠고기미역국,연근조림,연두부/양념장,배추김치,닭고기야채조림,방울토마토,,,
20120423,월요일,,3,쌀밥,떡국,칼슘통살새우까스+사우전아일랜드,부추겉절이,배추김치,바나나,,,,
20120424,화요일,,1,쌀밥,건새우무국,베이컨감자채볶음,손두부+김치볶음,맛김,배추김치,,,,
20120424,화요일,,2,발아현미밥,어탕수제비,고등어구이,취나물무침,배추김치,바나나,멸치호두볶음,,,
20120424,화요일,,3,볶음밥,미소된장국,닭강정,바나나,메이플피칸,,,,,
20120425,수요일,,1,쌀밥,버섯전골,미나리두부무침,배추김치,방울토마토,돈육폭찹,,,,
20120425,수요일,,2,보리밥,아욱국,장어조림,궁중떡볶음(표준년월),오이나물,배추김치,,,,
20120425,수요일,,3,쌀밥,오징어무국,등심돈까스,고구마샐러드,사과오이초무침,총각김치,,,,
20120426,목요일,,1,쌀밥,만두국,모닝빵,사과,배추김치,야채계란전,,,,
20120426,목요일,,2,참치비빔밥,달걀파국,닭다리양념구이,깍두기,요구르트,미니비스마르크,,,,
20120426,목요일,,3,자장면,단무지,배추김치,꽃빵,딸기요거트샤벳,달걀파국,,,,
20120427,금요일,,1,쌀밥,감자수제비국,양배추쌈,크로와상+딸기잼,배추김치,갈치김치조림,,,,
20120427,금요일,,2,검정콩밥,콩비지찌개,돼지갈비찜,오징어브로콜리초무침,숙주애호박나물,깍두기,,,,
20120430,월요일,,1,쌀밥,유부된장국,삼색소시지볶음,깨찰빵,배추김치,양상추샐러드,,,,
20120430,월요일,,2,흑미밥,닭개장,버섯잡채,단배추겉절이,방울토마토,배추김치,호상요구르트,,,
20120430,월요일,,3,하이라이스,파슬리알크런치칠리소스볶음,사과,딸기우유,미소된장국,,,,,
20120501,화요일,,1,쌀밥,돼지고기메추리알장조림,배추김치,파인애플젤리,감자다시마국,오이스틱/쌈장,,,,
20120501,화요일,,2,매운돼지갈비찜,조기구이,배추김치,오렌지,매운콩나물무침,조랭이미역국,차조밥,,,
20120501,화요일,,3,검정콩밥,크림스파게티,배추김치,과일샐러드,오이피클,근대된장국,에그타르트,,,
20120502,수요일,,1,쌀밥,텐더샐러드,배추김치,전복죽,새우살 호박나물,미니비스마르크,,,,
20120502,수요일,,2,미소된장국,단호박고구마샐러드,배추김치,숙주나물,오징어삼겹살덮밥,멜론,,,,
20120502,수요일,,3,흑미밥,피망잡채,달걀양파국,파프리카오이초무침,갓김치,순대모듬떡볶이,오렌지,,,
20120503,목요일,,1,쌀밥,수제비국,갈치호박찌개,양배추쌈양념장,배추김치,매콤크랩바,,,,
20120503,목요일,,2,보리밥,칠리소스닭다리구이,배추김치,어묵고추장볶음,호상요구르트,북어국,참나물무침,,,
20120503,목요일,,3,발아현미밥,돼지수육,상추쌈,새송이버섯구이,배추김치,아욱된장국,사과,무말랭이무침,,
20120504,금요일,,1,쌀밥,고추장미트볼견과류볶음,깍두기,삼겹살김치찌개,통두부양념구이,돌김자반,,,,
20120504,금요일,,2,옥수수밥,짬뽕국,오곡맛탕수육,오이양파무침,표고버섯볶음,배추김치,,,,
20120504,금요일,,3,갈비산적야채볶음밥,맑은콩나물국,돈육버섯불고기,브로콜리초무침,배추김치,망개떡,,,,
20120505,토요일,,1,쌀밥,팽이버섯된장국,자반고등어순살구이,청경채나물,미니파인애플,배추김치,베이컨스크램블에그,,,
20120505,토요일,,2,카레덮밥,들깨시락국,게살듬뿍커들렛,양상추샐러드,총각김치,방울토마토,,,,
20120505,토요일,,3,쌀밥,야채쫄면무침,치즈계란말이,배추김치,미나리나물,쇠고기탕국,,,,
20120507,월요일,,1,쌀밥,동태국,숯불떡갈비야채볶음,깻잎지,배추김치,알감자버터구이,,,,
20120507,월요일,,2,발아현미밥,등뼈감자탕,오징어풋마늘무침,애호박전,갓김치,블루베리쥬스,,,,
20120507,월요일,,3,혼합잡곡밥,참치김치찌개,돈육메추리알장조림,단무지무침,깍두기,라볶이,,,,
20120508,화요일,,1,돈육가래떡조림,올방개묵무침,쌀밥,키위,배추김치,숙주나물,부대찌개,,,
20120508,화요일,,2,흑미밥,떡국,웰빙두부김치,파프리카오이초무침,총각김치,새우튀김,부추전,,,
20120508,화요일,,3,완두콩밥,연근땅콩조림,참나물무침,깍두기,낙지떡볶음,사골곰탕,,,,
20120509,수요일,,1,쌀밥,연두부국,동그랑땡전/케찹,가자미무조림,부추생채,깍두기,모카치즈빵,,,
20120509,수요일,,2,맛살냉채,배추김치,호상요구르트,떡닭꼬치,물국수/양념장,,,,,
20120509,수요일,,3,수수밥,꽃게된장국,오리불고기,브로콜리달걀찜,팽이버섯나물,배추김치,,,,
20120510,목요일,,1,닭야채죽,배추김치,우유,시리얼,메이플피칸,미니파인애플,,,,
20120510,목요일,,2,검정콩밥,건새우시금치국,안동찜닭,꼬막양념무침,상추파채겉절이,배추김치,,,,
20120510,목요일,,3,깍두기,멜론,단호박찜,청경채나물,돈육김치볶음밥,달걀후라이,꼬지어묵국,,,
20120511,금요일,,1,쌀밥,김치콩나물국,수제소시지볶음,갈치양념구이,시금치나물,깍두기,,,,
20120511,금요일,,2,차조밥,치킨무,치즈옥수수콘구이,파닭,배추김치,오렌지,방아멸치시락국,,,
20120514,월요일,,1,쌀밥,미더덕된장국,치킨너겟/소스,도토리묵무침,배추김치,멜론,감자채볶음,,,
20120514,월요일,,2,흑미밥,순두부찌개,장어강정,천사채샐러드,비름나물,배추김치,,,,
20120514,월요일,,3,돈육폭찹,배추김치,풋고추된장국,법성포굴비,미역줄기볶음,팥밥,키위,,,
20120515,화요일,,1,쌀밥,쇠고기버섯전골,메추리알소시지조림,배식김,총각김치,호상요구르트,참치김치볶음,,,
20120515,화요일,,2,통밀밥,아욱된장국,쥐포채조림,배추김치,츄러스,닭갈비,,,,
20120515,화요일,,3,차조밥,연두부국,골뱅이무침/사리,베이컨감자채볶음,상추파채겉절이,배추김치,,,,
20120516,수요일,,1,쌀밥,강된장찌개,오리훈제/머스터드소스,연두부/양념장,시금치나물,배추김치,,,,
20120516,수요일,,2,돈육콩나물국밥(냉면기),오이부추겉절이,배추김치,증편,과일푸딩,해물파전,,,,
20120516,수요일,,3,보리밥,어묵국,코다리땅콩강정,치즈달걀말이,취나물된장무침,배추김치,미니파인애플,,,
20120517,목요일,,1,쌀밥,누룽지,배추김치,바나나,크로와상+딸기잼,햄구이,양상치, 치즈,,
20120517,목요일,,2,옥수수밥,함박스테이크(구암),양상추샐러드/딸기소스,배추김치,단호박스프,새송이버섯구이,,,,
20120517,목요일,,3,수수밥,알어묵조림,팽이버섯나물,깍두기,딸기,김치부침개,쇠고기국,,,
20120518,금요일,,1,쌀밥,떡만두국,스팸전,배추김치,사과,꽁치무조림,양배추찜,,,
20120518,금요일,,2,가쓰오장국,달걀후라이,배추김치,백설기,요쿠르트,산채비빔밥,,,,
20120518,금요일,,3,쌀밥,두부탕국,상추쌈,두릅오이무침,삼겹살오븐구이,배추김치,,,,
20120519,토요일,,1,쌀밥,삼겹살김치찌개,깐쇼새우/칠리소스,오이소박이,미나리나물,깍두기,,,,
20120519,토요일,,2,발아현미밥,육개장,시금치나물,납작비빔만두,마늘쫑건새우볶음,배추김치,거봉,,,
20120519,토요일,,3,고구마피자,닭갈비야채볶음밥,근대된장국,숙주애호박나물,깍두기,오렌지,,,,
20120521,월요일,,1,쌀밥,어묵국,멸치꽈리초조림,배추김치,미니파인애플,단호박매운닭찜,,,,
20120521,월요일,,2,수수밥,브로콜리스프,수제등심돈까스,푸실리샐러드,오이사과생채,총각김치,,,,
20120521,월요일,,3,수수밥,장어국,부추겉절이,녹두김치빈대떡,배추김치,애호박볶음,아이스홍시,,,
20120522,화요일,,1,쌀밥,동그랑땡전/케찹,웰빙두부김치,깍두기,돌자반,수제비국,,,,
20120522,화요일,,2,발아현미밥,돈육버섯불고기,거봉,우동장국,배추김치,무말랭이무침,상추/쌈장,,,
20120522,화요일,,3,오므라이스,미소된장국,스테이크소스,닭고구마강정,깍두기,꽈배기도넛,,,,
20120523,수요일,,1,쌀밥,청국장찌개,돈육훈제샐러드,어묵조림,배추김치,딸기,,,,
20120523,수요일,,2,보리밥,배추김치,맑은콩나물국,요쿠르트,장어조림,궁중떡잡채,비트무생채,,,
20120523,수요일,,3,흑미밥,대합살미역국,닭도리탕,미더덕해물찜,연근조림,배추김치,,,,
20120524,목요일,,1,쌀밥,물만두국,배추김치,토마토쥬스,실곤약야채무침,동태포카레전,,,,
20120524,목요일,,2,쇠고기덮밥,달걀양파국,오징어링튀김/케첩,팽이버섯나물,깍두기,메이플피칸파이,,,,
20120528,월요일,,1,쌀밥,닭고기무국,신김치고등어조림,마카로니샐러드,아삭이고추/쌈장,배추김치,키위,,,
20120528,월요일,,2,호상요구르트,참치야채비빔밥,건새우무국,치즈불닭,깍두기,,,,,
20120528,월요일,,3,검정콩밥,콩비지찌개,표고돼지갈비찜,부추전,숙주나물,갓김치,,,,
20120529,화요일,,1,쌀밥,꽃게된장국,숯불떡갈비야채볶음,꽈리고추양념찜,감자채볶음,배추김치,,,,
20120529,화요일,,2,완두콩밥,부대찌개,매운깐풍기,오징어젓갈무침,오이소박이,배추김치,키위,,,
20120529,화요일,,3,자장면,왕만두/초간장,단무지,배추김치,거봉,,,,,
20120530,수요일,,1,콩나물밥/양념장,들깨무국,햄맛살전,도라지 진미무침,깍두기,아이스홍시,,,,
20120530,수요일,,2,차조밥,떡국,새우까스/타타르소스,치커리생채,배추김치,블루베리쥬스,,,,
20120530,수요일,,3,발아현미밥,쇠고기국,스팸전,양배추,다시마쌈,멸치호두볶음,배추김치,,,
20120531,목요일,,1,쌀밥,쇠고기미역국,코다리조림,참치실곤약샐러드,단배추나물,갓김치,,,,
20120531,목요일,,2,흑미밥,닭개장,피망잡채,새송이버섯볶음,배추김치,메치니코프,,,,
20120531,목요일,,3,마파두부덮밥,북어달걀국,바베큐소시지,오이부추생채,깍두기,딸기요거트샤벳,,,,
20120601,금요일,,1,쌀밥,육개장,가자미무조림,새우살호박볶음,상추파채겉절이,배추김치,,,,
20120601,금요일,,2,갈비산적야채볶음밥,과일샐러드,시금치나물,깍두기,인절미,북어국,,,,
20120601,금요일,,3,발아현미밥,순두부찌개,안동찜닭,어묵조림,미나리나물,배추김치,미니파인애플,,,
20120602,토요일,,1,쌀밥,들깨시락국,돈육묵은지두루치기,호상요구르트,통두부양념구이,양배추찜,갓김치,,,
20120602,토요일,,2,수수밥,청경채나물,깻잎지,수제돈까스/소스,어묵국,푸실리샐러드,,,,
20120602,토요일,,3,흑미밥,순대야채볶음,연근땅콩조림,매운콩나물무침,배추김치,수박,우동장국,,,
20120604,월요일,,1,쌀밥,삼겹살김치찌개,삼색소시지볶음,단호박고구마샐러드,총각김치,숙주나물,,,,
20120604,월요일,,2,완두콩밥,오곡맛탕수육,치커리사과생채,배추김치,에그타르트,짬뽕국,,,,
20120604,월요일,,3,보리밥,연두부국,배추김치,뿌요,삼색나물,안동찜닭,일미도라지무침,,,
20120605,화요일,,1,쌀밥,쇠고기미역국,새우달걀찜,멸치호두볶음,참나물무침,배추김치,,,,
20120605,화요일,,2,치즈옥수수콘구이,깍두기,유부초밥,파인애플젤리,냉모밀국수,,,,,
20120605,화요일,,3,북어달걀국,치킨텐더크레페,배추김치,해물굴소스볶음밥,아이스홍시,,,,,
20120606,수요일,,1,쌀밥,물만두국,돼지목살김치찜,표고버섯볶음,오이소박이,깍두기,모카치즈빵,,,
20120606,수요일,,2,발아현미밥,등뼈감자탕,갈치양념구이,시금치나물,깻잎지,과일샐러드,,,,
20120606,수요일,,3,차조밥,수제비국,오징어브로콜리초무침,김잔파무침,배추김치,메론,단호박찜,,,
20120607,목요일,,1,닭죽,깍두기,우유,사과,참치샌드위치,,,,,
20120607,목요일,,2,조랭이미역국,매운돼지갈비찜,흑미밥,쥐포채조림,깻잎순나물,배추김치,,,,
20120607,목요일,,3,수수밥,두부탕국,오리불고기,동그랑땡전/케찹,배추김치,오이스틱/쌈장,블루베리쥬스,,,
20120608,금요일,,1,쌀밥,아욱된장국,피망잡채,웰빙두부김치,맛살꽈리초조림,깻잎지,메치니코프,,,
20120608,금요일,,2,튀김우동,통닭다리오븐구이,새우튀김,깍두기,수박,,,,,
20120611,월요일,,1,쌀밥,참치김치찌개,햄맛살전,팽이버섯나물,깍두기,해초국수,,,,
20120611,월요일,,2,차조밥,꼬막양념무침,단배추나물,깻잎지,딸기요거트샤벳,닭갈비,청국장찌개,,,
20120611,월요일,,3,보리밥,근대된장국,메추리알소시지조림,고추잡채만두/탕수소스,비트무생채,배추김치,애플파이,,,
20120612,화요일,,1,과일샐러드,깍두기,우유,누룽지,뉴욕식핫도그,,,,,
20120612,화요일,,2,발아현미밥,코다리떡강정,마늘쫑햄볶음,도라지생채,배추김치,돈등뼈우거지국,,,,
20120612,화요일,,3,미소된장국,떡닭꼬치,깍두기,키위,참치마요덮밥,,,,,
20120613,수요일,,1,쌀밥,꽃게된장국,베이컨스크램블에그,배추김치,감자어묵조림,근대들깨무침,,,,
20120613,수요일,,2,클로렐라쌀밥,대합살미역국,배추김치,거봉,치즈떡볶이,머위대무침,족발냉채,,,
20120613,수요일,,3,혼합잡곡밥,깻잎순나물,배추김치,과일푸딩,방아멸치시락국,고등어조림,닭도리탕,,,
20120614,목요일,,1,쌀밥,감자다시마국,돼지갈비떡찜,숙주나물,배추김치,새송이버섯전,,,,
20120614,목요일,,2,스파게티,마늘빵,오이피클,오꼬노미야끼,깍두기,호상요구르트,,,,
20120614,목요일,,3,메론,수수밥,쇠고기국,웰빙두부김치,상추파채겉절이,갓김치,알감자버터구이,,,
20120615,금요일,,1,쌀밥,팽이버섯된장국,일미땅콩무침,브로콜리초무침,배추김치,너비아니조림,,,,
20120615,금요일,,2,강된장찌개,깍두기,망개떡,열무비빔밥,법성포조기구이,캐플쥬스,,,,
20120615,금요일,,3,통밀밥,떡국,부추전,연두부양념장,청경채나물,배추김치,수박,,,
20120616,토요일,,1,쌀밥,콩가루배추국,김가루청포묵무침,돈육버섯불고기,총각김치,뿌요,잔파나물,,,
20120616,토요일,,2,흑미밥,육개장,푸실리샐러드,배추김치,달걀깻잎말이,콩나물무침,,,,
20120616,토요일,,3,완두콩밥,콩비지찌개,오리훈제샐러드,어묵고추장볶음,무말랭이무침,배추김치,아이스홍시,,,
20120618,월요일,,1,쌀밥,동태국,숯불떡갈비야채볶음,알감자버터구이,머위대무침,깻잎지,키위,,,
20120618,월요일,,2,자장면,단무지무침,배추김치,수박,꽃빵,,,,,
20120618,월요일,,3,혼합잡곡밥,건새우무국,라볶이,파프리카오이초무침,배추김치,연두부달걀찜,,,,
20120619,화요일,,1,시리얼/우유,깍두기,메이플피칸파이,거봉,쇠고기야채죽,,,,,
20120619,화요일,,2,통밀밥,도토리묵냉국,깻잎육전,배추김치,삼겹살콩나물찜,천사채샐러드,,,,
20120619,화요일,,3,수수밥,사골곰탕,근대들깨무침,배추김치,알크런치칠리소스조리,표고죽순볶음,,,,
20120620,수요일,,1,쌀밥,부대찌개,궁중떡잡채,멸치호두볶음,오이소박이,배추김치,사과,,,
20120620,수요일,,2,오징어삼겹살덮밥,가쓰오장국,숙주맛살무침,깍두기,핫도그,뿌요,,,,
20120620,수요일,,3,검정콩밥,파래전,치커리사과생채,배추김치,애호박된장국,돈육갈비찜,,,,
20120621,목요일,,1,쌀밥,삼겹살김치찌개,깐쇼새우/칠리소스,명엽채볶음,깍두기,시금치곤약무침,,,,
20120621,목요일,,2,완두콩밥,메추리알감자범벅,참나물무침,아이스홍시,배추김치,장어국,함박스테이크(구암),,,
20120621,목요일,,3,돈육김치볶음밥,달걀후라이,근대된장국,깍두기,호상요구르트,오꾸닭,,,,
20120622,금요일,,1,쌀밥,참치실곤약샐러드,감자고추장조림,오징어젓갈무침,배추김치,미니비스마르크,떡국,,,
20120622,금요일,,2,돼지수육,새송이버섯구이,배추김치,참다래쥬스,상추쌈/쌈장,청국장찌개,보리밥,,,
20120625,월요일,,1,쌀밥,코다리조림,참치김치볶음,총각김치,돌자반,쇠고기국,,,,
20120625,월요일,,2,발아현미밥,육개장,납작비빔만두,시금치나물,배추김치,꽈배기도넛,우엉땅콩조림,,,
20120625,월요일,,3,혼합잡곡밥,게살듬뿍커들렛,애호박전,참나물무침,깍두기,메론,쇠고기미역국,,,
20120626,화요일,,1,쌀밥,미더덕된장국,오리훈제/머스터드소스,연근튀김,일미도라지무침,배추김치,,,,
20120626,화요일,,2,돈육콩나물국밥(냉면기),부추겉절이,깍두기,우리밀초코칩쿠키(표준),캐플쥬스,감자피망전,,,,
20120626,화요일,,3,차조밥,어묵국,치즈불닭,미역줄기볶음,배추김치,거봉,,,,
20120627,수요일,,1,유부된장국,바베큐소시지,청경채나물,깍두기,호상요구르트,아몬드멸치볶음밥,,,,
20120627,수요일,,2,클로렐라쌀밥,연두부국,베이컨감자채볶음,깍두기,순대모듬떡볶이,피쉬가라케/견과류소스,,,,
20120627,수요일,,3,보리밥,등뼈감자탕,알어묵조림,잔파나물,배추김치,바나나,쫄면야채무침,,,
20120628,목요일,,1,쌀밥,쇠고기버섯전골,햄맛살전,연두부/양념장,숙주나물,배추김치,,,,
20120628,목요일,,2,들깨무국,왕만두/초간장,미니파인애플,배추김치,쇠고기덮밥,천사채샐러드,,,,
20120628,목요일,,3,팥밥,풋고추된장국,자반고등어순살구이,가지나물,갓김치,키위,궁중고기말이떡조림,,,
20120629,금요일,,1,쌀밥,부대찌개,배식김,배추김치,모카치즈빵,낙지당면볶음,,,,
20120629,금요일,,2,완두콩밥,팽이버섯된장국,상추쌈/쌈장,배추김치,뿌요,삼겹살마늘구이,양파와사비절이,,,
